"Application Number","Incentive Amount","Total Cost","Host Customer Physical Zip Code"
"SD-CSI-10254",2199,56642,92120
"SD-CSI-15109",438,16535,92120
"SD-CSI-09469",1660,35659,92120
"SD-CSI-16162",703,17000,92120
"SD-CSI-07700",3400,38372,92120
"SD-CSI-04029",2943,26641.8,92120
"SD-CSI-01213",22187,63860,92120
"SD-CSI-03611",3502,20678.27,92120
"SD-CSI-03617",11019,65443,92120
"SD-CSI-13697",1093,33000,92120
"SD-CSI-05262",5898,44600,92120
"SD-CSI-03909",6173,28236.8,92120
"SD-CSI-13178",910,28540,92120
"SD-CSI-03993",2520,22050,92120
"SD-CSI-08839",1902,35506.15,92120
"SD-CSI-03367",5172,22875.25,92120
"SD-CSI-11266",2251,60538,92120
"SD-CSI-09496",862,27870,92120
"SD-CSI-02490",1909,8275.5,92120
"SD-CSI-02482",5535,25450,92120
"SD-CSI-15601",642,21677.6,92120
"SD-CSI-15619",803,23880,92120
"SD-CSI-13378",742,35025.6,92120
"SD-CSI-10457",595,21375.6,92120
"SD-CSI-14917",634,21315,92120
"SD-CSI-03241",6154,40500,92120
"SD-CSI-09512",1523,28271,92120
"SD-CSI-14942",559,16464,92120
"SD-CSI-06140",1765,18233,92120
"SD-CSI-08882",1973,30937,92120
"SD-CSI-05296",3486,39000,92120
"SD-CSI-02489",1917,8275.5,92120
"SD-CSI-08879",2070,38673,92120
"SD-CSI-15118",851,24255,92120
"SD-CSI-16244",442,11475,92120
"SD-CSI-05297",4762,36000,92120
"SD-CSI-11582",1302,35740,92120
"SD-CSI-15640",1597,44200,92120
"SD-CSI-07181",3847,42325,92120
"SD-CSI-05315",4433,32388.12,92120
"SD-CSI-12434",1000,33996,92120
"SD-CSI-03654",2984,16169.28,92120
"SD-CSI-05316",5565,41449.22,92120
"SD-CSI-05317",4529,23035.22,92120
"SD-CSI-05241",3066,19781,92120
"SD-CSI-06161",2211,43482.6,92120
"SD-CSI-10442",600,18000,92120
"SD-CSI-10915",1553,42200,92120
"SD-CSI-10534",842,21186.77,92120
"SD-CSI-07812",1449,34500,92120
"SD-CSI-10602",1381,36160,92120
"SD-CSI-08434",697,24950,92120
"SD-CSI-13776",1176,37000,92120
"SD-CSI-00004",44754.32,158888.3,92120
"SD-CSI-11774",1060,21500,92120
"SD-CSI-02656",10173,40533,92120
"SD-CSI-07833",1444,29771,92120
"SD-CSI-05345",1116,20398,92120
"SD-CSI-01361",8776,36200,92120
"SD-CSI-10568",1778,54842,92120
"SD-CSI-12846",973,28656,92120
"SD-CSI-02217",13032,52836,92120
"SD-CSI-04976",1291,16920,92120
"SD-CSI-15701",774,27085.5,92120
"SD-CSI-12452",631,17801.55,92120
"SD-CSI-11169",1904,52000,92120
"SD-CSI-10291",1274,24793,92120
"SD-CSI-08967",2411,66074.4,92120
"SD-CSI-11108",1171,24591,92120
"SD-CSI-05355",5133,47263.2,92120
"SD-CSI-06758",1832,20928,92120
"SD-CSI-05372",5284,35814,92120
"SD-CSI-06541",2471,37705.5,92120
"SD-CSI-16328",870,24700,92120
"SD-CSI-13792",1094,33534,92120
"SD-CSI-10398",1300,33562,92120
"SD-CSI-11780",525,13134,92120
"SD-CSI-14984",902,34265.44,92120
"SD-CSI-14706",1158,34992,92120
"SD-CSI-08996",1536,40980,92120
"SD-CSI-14711",834,21100,92120
"SD-CSI-02901",8991,48990,92120
"SD-CSI-09309",987,17180,92120
"SD-CSI-16343",1658,42167,92120
"SD-CSI-10402",714,24920,92120
"SD-CSI-09595",1120,24648,92120
"SD-CSI-03878",7598,34798,92120
"SD-CSI-09588",1474,27545,92120
"SD-CSI-13813",920,15770,92120
"SD-CSI-15759",1497,30650,92120
"SD-CSI-07931",731,22503.6,92120
"SD-CSI-05390",1202,16769,92120
"SD-CSI-10771",1070,22850,92120
"SD-CSI-09832",2412,44595,92120
"SD-CSI-00751",12115,42692,92120
"SD-CSI-14747",733,25742.15,92120
"SD-CSI-07988",499,17540,92120
"SD-CSI-11809",1058,27506.08,92120
"SD-CSI-09068",1334,27894,92120
"SD-CSI-16394",408,14489,92120
"SD-CSI-09847",1124,28031,92120
"SD-CSI-12798",780,25991,92120
"SD-CSI-11627",346,15000,92120
"SD-CSI-11437",1439,38302,92120
"SD-CSI-06977",2477,22935.6,92120
"SD-CSI-05075",1289,18913,92120
"SD-CSI-10195",1139,21258,92120
"SD-CSI-13452",531,19968,92120
"SD-CSI-08267",2941,44858,92120
"SD-CSI-05915",3255,37300,92120
"SD-CSI-10229",2318,49055.52,92120
"SD-CSI-09997",1980,31891,92120
"SD-CSI-05080",4312,30600,92120
"SD-CSI-15013",1031,29730,92120
"SD-CSI-02034",4818,23425,92120
"SD-CSI-13043",853,29250,92120
"SD-CSI-09102",1532,26317,92120
"SD-CSI-05509",7660,57487,92120
"SD-CSI-13459",440,17522.4,92120
"SD-CSI-09126",1428,26192.41,92120
"SD-CSI-14154",1276,43164,92120
"SD-CSI-11192",1842,47368,92120
"SD-CSI-15523",810,25004,92120
"SD-CSI-10688",919,24257,92120
"SD-CSI-11667",1776,42000,92120
"SD-CSI-10105",865,26370,92120
"SD-CSI-00826",38581,212137,92120
"SD-CSI-07009",1611,21515,92120
"SD-CSI-10543",943,39188.6,92120
"SD-CSI-09650",1588,38632,92120
"SD-CSI-03113",8497,41200,92120
"SD-CSI-08154",1215,21952,92120
"SD-CSI-16462",936,20350,92120
"SD-CSI-06454",2970,44150,92120
"SD-CSI-06318",1635,31698,92120
"SD-CSI-01612",14760,64298.19,92120
"SD-CSI-01620",13442,48164.51,92120
"SD-CSI-11022",875,26500,92120
"SD-CSI-03122",6085,32566.28,92120
"SD-CSI-00001",665200,1536639.6,92121
"SD-CSI-10446",978,24487,92121
"SD-CSI-10767",607,17251,92121
"SD-CSI-00268",8788,31285,92121
"SD-CSI-00273",8795,31200,92121
"SD-CSI-06945",2671,33200,92121
"SD-CSI-02097",24651,139901,92121
"SD-CSI-15264",1188,33680,92121
"SD-CSI-16023",745,23256,92121
"SD-CSI-00115",26202.15,75469.54,92121
"SD-CSI-08685",2373,51798,92121
"SD-CSI-05215",6412,48340.48,92121
"SD-CSI-14833",452,12693.45,92121
"SD-CSI-02167",8924,40426.08,92121
"SD-CSI-05239",3494,21160,92121
"SD-CSI-14005",1103,17512,92121
"SD-CSI-14593",1764,33900,92121
"SD-CSI-11288",7977,226040,92121
"SD-CSI-07678",1616,23950,92121
"SD-CSI-13177",570,16716,92121
"SD-CSI-03627",3531,20545,92121
"SD-CSI-16231",1204,32250,92121
"SD-CSI-08803",1500,25653,92121
"SD-CSI-12827",1149,36500,92121
"SD-CSI-14675",982,32238,92121
"SD-CSI-11889",1082,26464,92121
"SD-CSI-04664",2703,25697,92121
"SD-CSI-14999",1209,35365,92121
"SD-CSI-12485",784,19104,92121
"SD-CSI-04337",6050,30481,92121
"SD-CSI-15765",1141,17430,92121
"SD-CSI-02700",62676,398505,92121
"SD-CSI-06433",1888,31500,92121
"SD-CSI-01474",6334,26100,92121
"SD-CSI-03814",9078,46289.7,92121
"SD-CSI-01511",11441,69312,92121
"SD-CSI-06274",1214,16824,92121
"SD-CSI-03142",6136,39303.45,92121
"SD-CSI-05079",4227,29802.19,92121
"SD-CSI-00810",5483,24339.83,92121
"SD-CSI-08126",10212,189000,92121
"SD-CSI-06452",1908,23048,92121
"SD-CSI-07339",754,17900,92122
"SD-CSI-02443",5149,28350,92122
"SD-CSI-04634",3036,20383,92122
"SD-CSI-00893",6527,27954.59,92122
"SD-CSI-04717",2832,23675,92122
"SD-CSI-07032",4614,44620,92122
"SD-CSI-00034",5793.96,24500,92122
"SD-CSI-13497",909,31869.63,92122
"SD-CSI-12558",2155,63187,92122
"SD-CSI-07394",1307,20628.3,92122
"SD-CSI-06611",2161,25280,92122
"SD-CSI-00286",9069,36137,92122
"SD-CSI-04062",5777,25277,92122
"SD-CSI-16501",1040,35695,92122
"SD-CSI-09239",1887,53126,92122
"SD-CSI-09216",696,24760,92122
"SD-CSI-08593",765,18855,92122
"SD-CSI-00991",3510,17379,92122
"SD-CSI-00996",13486,52036,92122
"SD-CSI-09392",1361,29751,92122
"SD-CSI-15369",331,13919,92122
"SD-CSI-16506",549,17136,92122
"SD-CSI-07073",2006,28320,92122
"SD-CSI-16033",1076,27060.53,92122
"SD-CSI-01030",12764,38931,92122
"SD-CSI-02600",8430,37272,92122
"SD-CSI-16056",869,21012,92122
"SD-CSI-08664",1406,40378.8,92122
"SD-CSI-08694",1362,27000,92122
"SD-CSI-07085",1995,30164.4,92122
"SD-CSI-12201",810,19104,92122
"SD-CSI-03207",5895,24091.6,92122
"SD-CSI-12906",1332,43736,92122
"SD-CSI-14582",1314,34069,92122
"SD-CSI-13338",680,22393,92122
"SD-CSI-15445",655,26941,92122
"SD-CSI-04152",7779,39292.58,92122
"SD-CSI-06907",2538,23893,92122
"SD-CSI-05226",5056,36868.22,92122
"SD-CSI-03557",7426,47995,92122
"SD-CSI-13688",668,22907,92122
"SD-CSI-13665",1829,57000,92122
"SD-CSI-14024",1569,43381,92122
"SD-CSI-10152",2885,51780,92122
"SD-CSI-10171",973,16100,92122
"SD-CSI-10163",635,15400,92122
"SD-CSI-15106",803,22222,92122
"SD-CSI-15563",424,13000,92122
"SD-CSI-01948",7832,37104,92122
"SD-CSI-07713",2565,27025,92122
"SD-CSI-06509",1444,18390,92122
"SD-CSI-05732",4269,26472,92122
"SD-CSI-02476",11098,79925.4,92122
"SD-CSI-01185",3676,16284.26,92122
"SD-CSI-09492",931,25695.6,92122
"SD-CSI-03232",10420,62966.96,92122
"SD-CSI-06130",3355,39872,92122
"SD-CSI-07168",5517,65750,92122
"SD-CSI-03631",7868,40245.8,92122
"SD-CSI-16236",725,10000,92122
"SD-CSI-10271",597,21169.2,92122
"SD-CSI-14372",714,22686,92122
"SD-CSI-13724",1004,39044,92122
"SD-CSI-16241",540,11800,92122
"SD-CSI-10762",1351,52640,92122
"SD-CSI-01949",3272,19249.43,92122
"SD-CSI-08948",1010,20164,92122
"SD-CSI-11594",1251,35550,92122
"SD-CSI-12207",1198,26115,92122
"SD-CSI-01954",8926,41102.6,92122
"SD-CSI-11400",896,22038.3,92122
"SD-CSI-13193",941,31800,92122
"SD-CSI-07795",419,8768,92122
"SD-CSI-07800",1031,37176,92122
"SD-CSI-15690",411,12240,92122
"SD-CSI-13758",541,19968,92122
"SD-CSI-13762",521,18706,92122
"SD-CSI-12445",1216,25799,92122
"SD-CSI-07816",1561,33750,92122
"SD-CSI-00646",6453,24612.24,92122
"SD-CSI-01319",6145,27480.16,92122
"SD-CSI-00653",10465,37503,92122
"SD-CSI-15685",714,17000,92122
"SD-CSI-15684",662,12445,92122
"SD-CSI-15686",690,17000,92122
"SD-CSI-09286",538,18128,92122
"SD-CSI-16326",1247,31400,92122
"SD-CSI-01348",8114,42674,92122
"SD-CSI-02902",6364,30767,92122
"SD-CSI-11278",1290,41218,92122
"SD-CSI-05806",4559,37960.61,92122
"SD-CSI-04511",4848,41334,92122
"SD-CSI-06552",1838,20683.91,92122
"SD-CSI-01356",10183,43244,92122
"SD-CSI-16573",705,21200,92122
"SD-CSI-11603",921,18250,92122
"SD-CSI-06687",3932,29594,92122
"SD-CSI-02011",4615,24832.74,92122
"SD-CSI-00710",6104,21643.66,92122
"SD-CSI-14729",1122,41608,92122
"SD-CSI-03286",5733,29036,92122
"SD-CSI-07934",1047,19392,92122
"SD-CSI-00099",8299,31035,92122
"SD-CSI-11797",646,21100,92122
"SD-CSI-15214",1189,33775,92122
"SD-CSI-12091",830,21548.84,92122
"SD-CSI-11906",373,6618.02,92122
"SD-CSI-03312",5733,28736,92122
"SD-CSI-12094",833,23010,92122
"SD-CSI-06710",2162,20722,92122
"SD-CSI-12797",1200,34962,92122
"SD-CSI-05536",5990,38422,92122
"SD-CSI-05422",3547,28349.8,92122
"SD-CSI-06988",1293,16913,92122
"SD-CSI-01504",5896,19600,92122
"SD-CSI-04376",2140,13772,92122
"SD-CSI-04388",5375,39112.6,92122
"SD-CSI-11024",1496,43692,92122
"SD-CSI-10960",686,24000,92122
"SD-CSI-01535",3876,21000,92122
"SD-CSI-09109",1060,18348,92122
"SD-CSI-16424",1412,36637,92122
"SD-CSI-01736",10637,42641.94,92122
"SD-CSI-09138",1215,27154,92122
"SD-CSI-02300",13175,59442,92122
"SD-CSI-16452",941,28692,92122
"SD-CSI-13902",1204,35028,92122
"SD-CSI-06999",1570,23180,92122
"SD-CSI-06807",2402,21942,92122
"SD-CSI-11940",920,28549,92122
"SD-CSI-02568",8453,38154,92122
"SD-CSI-12296",407,15642,92122
"SD-CSI-02733",8858,38862,92122
"SD-CSI-02697",2362,19264,92123
"SD-CSI-07352",1420,19881,92123
"SD-CSI-02980",3996,21219.2,92123
"SD-CSI-09205",1034,29366.4,92123
"SD-CSI-15952",803,24738,92123
"SD-CSI-08536",1103,33755.4,92123
"SD-CSI-00906",8032,33809,92123
"SD-CSI-07371",1695,10468.14,92123
"SD-CSI-13273",1139,39300,92123
"SD-CSI-07387",1984,16314,92123
"SD-CSI-00179",3656,15235,92123
"SD-CSI-02584",6663,44403,92123
"SD-CSI-11477",856,24480,92123
"SD-CSI-01858",7613,29466.52,92123
"SD-CSI-12321",300,7164,92123
"SD-CSI-00984",8786,37586,92123
"SD-CSI-14519",811,26268,92123
"SD-CSI-11310",1204,30009.6,92123
"SD-CSI-03022",10005,70200,92123
"SD-CSI-08206",903,17331.85,92123
"SD-CSI-01758",4805,21856.31,92123
"SD-CSI-08617",1363,26271.78,92123
"SD-CSI-07451",1325,23640,92123
"SD-CSI-14543",778,15191.67,92123
"SD-CSI-01632",7733,34555,92123
"SD-CSI-10620",1890,29000,92123
"SD-CSI-00363",5070,18191,92123
"SD-CSI-00372",12205,40474,92123
"SD-CSI-09738",1484,26193,92123
"SD-CSI-07076",2693,33850,92123
"SD-CSI-07535",1171,19900,92123
"SD-CSI-08701",2165,39762.61,92123
"SD-CSI-00376",9274,31290,92123
"SD-CSI-09737",479,15472,92123
"SD-CSI-11389",1686,45619.2,92123
"SD-CSI-04137",1589,8697,92123
"SD-CSI-11981",1196,45620,92123
"SD-CSI-08293",1351,37506,92123
"SD-CSI-14592",852,21177,92123
"SD-CSI-11534",791,25000,92123
"SD-CSI-01144",66302,405379,92123
"SD-CSI-03090",5163,24367.01,92123
"SD-CSI-16124",573,23256,92123
"SD-CSI-12035",1012,27690,92123
"SD-CSI-03608",6239,34255,92123
"SD-CSI-10619",1632,33000,92123
"SD-CSI-12405",651,15522,92123
"SD-CSI-01220",5166,22025.89,92123
"SD-CSI-02842",3817,19893,92123
"SD-CSI-02843",11229,52983,92123
"SD-CSI-08887",4981,142403.1,92123
"SD-CSI-02986",4182,24863,92123
"SD-CSI-16560",1191,35228,92123
"SD-CSI-12962",449,13134,92123
"SD-CSI-14951",649,19539,92123
"SD-CSI-08865",1567,33825,92123
"SD-CSI-01785",8109,34098,92123
"SD-CSI-01251",10417,41665.64,92123
"SD-CSI-03984",3496,25412,92123
"SD-CSI-03659",4191,24400,92123
"SD-CSI-01962",15686,41943,92123
"SD-CSI-14965",738,19722,92123
"SD-CSI-15657",972,30744,92123
"SD-CSI-08969",1030,15126,92123
"SD-CSI-14696",273,8077.6,92123
"SD-CSI-09573",1226,22038.3,92123
"SD-CSI-01374",10619,41400,92123
"SD-CSI-13418",687,20800,92123
"SD-CSI-13415",620,19228,92123
"SD-CSI-02907",7330,32481,92123
"SD-CSI-09291",1130,34740,92123
"SD-CSI-00051",9378.86,33979,92123
"SD-CSI-12478",557,14328,92123
"SD-CSI-12078",770,16040,92123
"SD-CSI-02397",7230,30548,92123
"SD-CSI-03780",2984,13886,92123
"SD-CSI-01429",5584,27050,92123
"SD-CSI-08795",893,19000,92123
"SD-CSI-13433",1325,42050,92123
"SD-CSI-04620",7212,56812,92123
"SD-CSI-00735",5729,25106.62,92123
"SD-CSI-05040",5891,39555,92123
"SD-CSI-06714",3102,59186,92123
"SD-CSI-03094",2195,15195,92123
"SD-CSI-16756",484,17740,92123
"SD-CSI-05058",4768,25900,92123
"SD-CSI-06446",17592,203445,92123
"SD-CSI-14766",1034,27919,92123
"SD-CSI-11446",984,23880,92123
"SD-CSI-02549",1909,8275.5,92123
"SD-CSI-04385",1154,17632,92123
"SD-CSI-05078",3406,23845.81,92123
"SD-CSI-02714",6625,30186.2,92123
"SD-CSI-09123",1076,33887,92123
"SD-CSI-13252",1080,37200,92123
"SD-CSI-09649",1437,34652,92123
"SD-CSI-14174",1345,41000,92123
"SD-CSI-06306",824,17476,92123
"SD-CSI-08137",1439,38373,92123
"SD-CSI-10686",900,21016,92123
"SD-CSI-09183",658,20160,92123
"SD-CSI-04671",1477,22499,92123
"SD-CSI-13076",1115,40656,92123
"SD-CSI-02316",5310,27225.3,92123
"SD-CSI-03870",8573,37613.54,92123
"SD-CSI-15936",1296,40545,92123
"SD-CSI-01109",6274,27949.62,92124
"SD-CSI-05505",5798,41917,92124
"SD-CSI-02576",9263,40280,92124
"SD-CSI-12682",759,21004,92124
"SD-CSI-03424",1587,15552,92124
"SD-CSI-15263",1327,33264,92124
"SD-CSI-04837",4256,37925,92124
"SD-CSI-08534",1644,33301.33,92124
"SD-CSI-03151",6951,37960,92124
"SD-CSI-06461",3626,31626,92124
"SD-CSI-07041",2823,33700,92124
"SD-CSI-13494",954,27600,92124
"SD-CSI-00948",4872,19893.86,92124
"SD-CSI-00955",7458,29110.97,92124
"SD-CSI-09384",1863,42940,92124
"SD-CSI-05514",5282,33732,92124
"SD-CSI-11735",903,19525,92124
"SD-CSI-03462",7428,46892,92124
"SD-CSI-12871",688,20876,92124
"SD-CSI-10025",785,15299,92124
"SD-CSI-04593",3051,41140.93,92124
"SD-CSI-12327",1749,45780,92124
"SD-CSI-10230",1266,28650,92124
"SD-CSI-12331",1304,29420,92124
"SD-CSI-00337",6872,25483,92124
"SD-CSI-06627",2258,36867.6,92124
"SD-CSI-09419",1548,23371.48,92124
"SD-CSI-09416",1687,25792.7,92124
"SD-CSI-10637",1579,52060,92124
"SD-CSI-09420",977,15364.58,92124
"SD-CSI-04117",5101,24049,92124
"SD-CSI-16007",1207,33790,92124
"SD-CSI-16077",1340,38227,92124
"SD-CSI-13335",1376,42121.32,92124
"SD-CSI-16085",800,21110,92124
"SD-CSI-00392",8775,28178.29,92124
"SD-CSI-08727",1860,40953,92124
"SD-CSI-00394",8778,28178.29,92124
"SD-CSI-10332",1316,34347,92124
"SD-CSI-14309",1158,37400,92124
"SD-CSI-02614",6525,27367,92124
"SD-CSI-09417",973,15144.58,92124
"SD-CSI-09734",1119,21282.85,92124
"SD-CSI-08741",1898,20564.84,92124
"SD-CSI-16108",1555,44398,92124
"SD-CSI-11668",1090,41993,92124
"SD-CSI-12616",1036,27280,92124
"SD-CSI-08767",1120,22865,92124
"SD-CSI-00476",12488,58598.14,92124
"SD-CSI-07117",2285,26986,92124
"SD-CSI-05233",1463,22208,92124
"SD-CSI-15211",1301,39616,92124
"SD-CSI-01202",10754,38700,92124
"SD-CSI-07646",1469,20055,92124
"SD-CSI-10240",1533,26801,92124
"SD-CSI-12389",829,21908,92124
"SD-CSI-09418",1968,29987.15,92124
"SD-CSI-10369",1012,34403,92124
"SD-CSI-04022",5524,31425,92124
"SD-CSI-15692",894,28806,92124
"SD-CSI-01684",6409,23671.2,92124
"SD-CSI-06508",1516,23950,92124
"SD-CSI-16228",669,21462,92124
"SD-CSI-00578",9300,32190.99,92124
"SD-CSI-05280",3483,35500,92124
"SD-CSI-14952",422,9500,92124
"SD-CSI-12421",2668,69750,92124
"SD-CSI-00612",6799.65,19875,92124
"SD-CSI-08898",1399,31091,92124
"SD-CSI-09793",972,26903.39,92124
"SD-CSI-09536",1579,30747,92124
"SD-CSI-01310",7735,37740,92124
"SD-CSI-08927",1268,41704,92124
"SD-CSI-09791",968,27065.39,92124
"SD-CSI-11161",1450,30343,92124
"SD-CSI-00252",12445,43456,92124
"SD-CSI-02215",8062,36518.82,92124
"SD-CSI-03359",7139,40899,92124
"SD-CSI-10194",1771,37721,92124
"SD-CSI-00670",6510,21699,92124
"SD-CSI-08956",1096,22290,92124
"SD-CSI-02514",7201,33434.75,92124
"SD-CSI-08448",1094,44452,92124
"SD-CSI-03288",3653,20795.25,92124
"SD-CSI-16576",546,19977,92124
"SD-CSI-04310",2122,19950,92124
"SD-CSI-03740",2610,23960,92124
"SD-CSI-12474",368,11713.5,92124
"SD-CSI-11308",794,14632.37,92124
"SD-CSI-09970",1014,30326,92124
"SD-CSI-02386",3589,19139.12,92124
"SD-CSI-11174",800,23995,92124
"SD-CSI-07908",820,23950,92124
"SD-CSI-16735",808,24100,92124
"SD-CSI-12267",1350,38475,92124
"SD-CSI-00713",6756,53206,92124
"SD-CSI-14210",458,14066,92124
"SD-CSI-00093",7041.27,27364,92124
"SD-CSI-05398",2786,22633,92124
"SD-CSI-03923",7959,40637.6,92124
"SD-CSI-11903",658,26145,92124
"SD-CSI-01203",10932,41591.22,92124
"SD-CSI-13824",897,33792,92124
"SD-CSI-09835",1112,32063.4,92124
"SD-CSI-05408",2272,12284.3,92124
"SD-CSI-08258",1646,49555.8,92124
"SD-CSI-07984",1100,21976,92124
"SD-CSI-07981",775,16368,92124
"SD-CSI-01496",8396,36713,92124
"SD-CSI-06599",5543,66106.33,92124
"SD-CSI-09990",2170,38800,92124
"SD-CSI-09082",832,27870,92124
"SD-CSI-02275",5085,39962.7,92124
"SD-CSI-06761",2632,28000,92124
"SD-CSI-02553",9335,49221,92124
"SD-CSI-09101",664,21057,92124
"SD-CSI-06272",3604,36245.03,92124
"SD-CSI-13867",773,17800,92124
"SD-CSI-09093",2048,57500,92124
"SD-CSI-03835",4796,26626,92124
"SD-CSI-11019",1906,36671,92124
"SD-CSI-16429",1674,48790,92124
"SD-CSI-10964",1248,34799,92124
"SD-CSI-13464",535,19968,92124
"SD-CSI-05447",2147,27484,92124
"SD-CSI-02724",6099,25113.72,92124
"SD-CSI-03895",4870,26693.63,92124
"SD-CSI-11198",688,24150,92124
"SD-CSI-16445",957,27977,92124
"SD-CSI-02716",7383,48843.3,92124
"SD-CSI-05928",4270,51080,92124
"SD-CSI-02570",6863,30321.88,92124
"SD-CSI-11671",1952,44644,92124
"SD-CSI-11670",1308,32484,92124
"SD-CSI-10016",1731,36657,92124
"SD-CSI-04581",2039,25952,92124
"SD-CSI-16606",1000,27361,92124
"SD-CSI-16486",614,28823,92124
"SD-CSI-00908",10514,52019,92126
"SD-CSI-15069",427,11385,92126
"SD-CSI-15310",381,12240,92126
"SD-CSI-15290",450,18185,92126
"SD-CSI-14510",775,23366,92126
"SD-CSI-14507",1033,20000,92126
"SD-CSI-11297",1212,38005,92126
"SD-CSI-05983",2173,22617,92126
"SD-CSI-05152",2652,18121,92126
"SD-CSI-07417",1661,17850,92126
"SD-CSI-00994",5474,19930,92126
"SD-CSI-07422",1384,18450,92126
"SD-CSI-02445",6090,24443,92126
"SD-CSI-09412",2033,34393,92126
"SD-CSI-06363",1401,21785.4,92126
"SD-CSI-09890",669,17490,92126
"SD-CSI-09212",1176,23351,92126
"SD-CSI-04772",1903,28868,92126
"SD-CSI-06774",996,15912,92126
"SD-CSI-15399",1048,37935.8,92126
"SD-CSI-04773",1951,33338,92126
"SD-CSI-03375",1863,18022,92126
"SD-CSI-15386",1090,34400,92126
"SD-CSI-10814",1802,44900,92126
"SD-CSI-15510",1141,17430,92126
"SD-CSI-02132",5833,31072,92126
"SD-CSI-04787",1298,13990,92126
"SD-CSI-12339",465,17512.8,92126
"SD-CSI-01690",7119,29379.36,92126
"SD-CSI-07512",1722,25350,92126
"SD-CSI-15404",1276,41652,92126
"SD-CSI-04882",3230,19320,92126
"SD-CSI-13971",586,16877,92126
"SD-CSI-09241",1008,26410,92126
"SD-CSI-14571",806,21450,92126
"SD-CSI-03203",4500,34850,92126
"SD-CSI-07533",3226,35019,92126
"SD-CSI-09723",2266,48375,92126
"SD-CSI-07544",2664,32350,92126
"SD-CSI-07546",1907,30004.8,92126
"SD-CSI-16066",837,25704,92126
"SD-CSI-08713",1661,35520,92126
"SD-CSI-02615",1940,19950,92126
"SD-CSI-04812",1198,18475.99,92126
"SD-CSI-04478",3165,38258,92126
"SD-CSI-11858",977,28500,92126
"SD-CSI-07574",2730,28574.87,92126
"SD-CSI-14925",793,24080,92126
"SD-CSI-07593",1131,16242.72,92126
"SD-CSI-15447",393,11940,92126
"SD-CSI-05687",1353,14902.5,92126
"SD-CSI-08754",500,18540,92126
"SD-CSI-12952",771,31350,92126
"SD-CSI-09741",783,22954,92126
"SD-CSI-15402",961,28656,92126
"SD-CSI-03161",4028,22433,92126
"SD-CSI-10830",544,13467.85,92126
"SD-CSI-07616",1628,16727,92126
"SD-CSI-03568",1547,12000,92126
"SD-CSI-13630",800,26100,92126
"SD-CSI-06080",2388,28073.83,92126
"SD-CSI-03579",3115,20614.8,92126
"SD-CSI-15087",1055,18284,92126
"SD-CSI-15485",643,21622,92126
"SD-CSI-01171",6872,30332.34,92126
"SD-CSI-03223",2824,31388,92126
"SD-CSI-15484",603,21622,92126
"SD-CSI-13323",795,23880,92126
"SD-CSI-15486",1358,41652,92126
"SD-CSI-14596",621,20322.75,92126
"SD-CSI-15496",1008,32340,92126
"SD-CSI-10075",1906,41000,92126
"SD-CSI-12205",568,12000,92126
"SD-CSI-10747",517,15722,92126
"SD-CSI-15534",1756,28399,92126
"SD-CSI-06937",1309,27274,92126
"SD-CSI-12414",874,23012,92126
"SD-CSI-12685",583,18748,92126
"SD-CSI-05740",1100,17000,92126
"SD-CSI-05268",2839,25760,92126
"SD-CSI-12693",746,23966,92126
"SD-CSI-05742",1409,19150,92126
"SD-CSI-08851",693,11500,92126
"SD-CSI-08850",822,22545,92126
"SD-CSI-01236",3388,15300,92126
"SD-CSI-16694",1086,35574,92126
"SD-CSI-12664",756,28000,92126
"SD-CSI-12425",876,16500,92126
"SD-CSI-02364",5157,29100,92126
"SD-CSI-16240",1130,34400,92126
"SD-CSI-16697",1421,44950,92126
"SD-CSI-16151",1038,33174,92126
"SD-CSI-15636",750,20116,92126
"SD-CSI-03643",1494,15400,92126
"SD-CSI-16562",876,27200,92126
"SD-CSI-12710",1861,64052,92126
"SD-CSI-02857",7339,44421,92126
"SD-CSI-08425",1850,38235.66,92126
"SD-CSI-14962",487,13847.4,92126
"SD-CSI-08914",770,19300,92126
"SD-CSI-02649",2366,10183.47,92126
"SD-CSI-15645",735,10620,92126
"SD-CSI-00621",5735,20897,92126
"SD-CSI-06163",1529,19978,92126
"SD-CSI-13756",1326,44395,92126
"SD-CSI-09276",1349,31683,92126
"SD-CSI-07807",1665,50489,92126
"SD-CSI-03674",7406,39528,92126
"SD-CSI-03682",5293,45000,92126
"SD-CSI-03915",5073,22732,92126
"SD-CSI-10765",302,9360,92126
"SD-CSI-09545",804,16937,92126
"SD-CSI-00212",6750,26700,92126
"SD-CSI-13772",500,22875,92126
"SD-CSI-01346",18552,50860,92126
"SD-CSI-15281",864,20664,92126
"SD-CSI-08313",937,14800,92126
"SD-CSI-03692",3991,31387.5,92126
"SD-CSI-15720",1275,22072,92126
"SD-CSI-04863",4467,28730,92126
"SD-CSI-11186",893,35977,92126
"SD-CSI-16331",1306,38062,92126
"SD-CSI-08999",1002,31500,92126
"SD-CSI-14991",1313,32166,92126
"SD-CSI-11052",1136,32130,92126
"SD-CSI-13829",686,20405,92126
"SD-CSI-01721",2956,17492,92126
"SD-CSI-13014",833,21136.67,92126
"SD-CSI-06226",905,15300,92126
"SD-CSI-15155",1205,34600,92126
"SD-CSI-04327",3418,15592,92126
"SD-CSI-01809",7665,51984,92126
"SD-CSI-16352",671,19065,92126
